Game_name,Game_description,Game_developer,Game_genre,User_score,User_review_text,Critic_score,Critic_review_text,Link
Tesla vs Lovecraft,"Tesla vs Lovecraft is an intense top-down twin stick arena shooter. Play as the enigmatic inventor Nikola Tesla harnessing the static energy to power up Tesla-Mech and give the lovecraftian nightmares a lesson in horror!

Tesla vs Lovecraft is a top-down twin stick shooter with goal based levels. The games highlight features are Quantum Teleportation, which allows the player to warp short distances even through solid objects, and the Tesla-Mech, which provides the player an immense boost to firepower for a limited time.

Genre hallmarks such as a large arsenal of weapons, a multitude of player empowering perks, monster crushing powerups, and secondary weapon abilities are also included.",10tons,Top-Down Shoot-'Em-Up,8,"If you like twin-stick shooters, then this is as much of a MUST BUY as any game you've ever played.
Visually beautiful although there is not much variation.
Gun, ability, and perk selections are outstanding.  I do wish however that there was a way to lock in with a specific weapon once you acquire it.
REGARDING THE DIFFICULTY CURVE: The first of the 3 realms is a fair challenge.  Its nice to earn new weapons and new perks.  By the time you get to the 2nd realm, the difficulty really ramps up.  I would have like to have seen a smoother increase in difficulty over the 3 realms.  At the beginning of the 2nd realm, you will start to encounter levels that seem near impossible.
Collecting crystals to upgrade or unlock abilities is very time consuming, but if you love the game-play, then its worth it.
If you are someone who gets easily frustrated with games that suddenly get EXTREMELY difficult after a short period of time, then approach with caution.  If you like a challenge then this is a no-brainer.
I cannot wait for more games from this developer.",80,"Tesla vs Lovecraft doesn’t reinvent the twin-stick shooter wheel, but it does refine and perfect the formula of what makes that genre tick thanks to its suitably meaty action, vibrant visuals and a perk system that is deeper than the sunken city of R’Lyeh.",/game/tesla-vs-lovecraft/
Tesla vs Lovecraft,"Tesla vs Lovecraft is an intense top-down twin stick arena shooter. Play as the enigmatic inventor Nikola Tesla harnessing the static energy to power up Tesla-Mech and give the lovecraftian nightmares a lesson in horror!

Tesla vs Lovecraft is a top-down twin stick shooter with goal based levels. The games highlight features are Quantum Teleportation, which allows the player to warp short distances even through solid objects, and the Tesla-Mech, which provides the player an immense boost to firepower for a limited time.

Genre hallmarks such as a large arsenal of weapons, a multitude of player empowering perks, monster crushing powerups, and secondary weapon abilities are also included.",10tons,Top-Down Shoot-'Em-Up,8,"You’ll step into the shoes of Tesla as he takes down the forces of Lovecraft across multiple areas using a mech, standard weaponry, as well as some designs by the legendary inventor himself. Each level will either task the player with mowing down waves of enemies thrown at them, or completing basic tasks such as collecting items or destroying other non-threatening objects. Each level can be completed between a few seconds and a few minutes, with an entire playthrough on a single difficulty lasting a few hours through its 20+ levels. That said, there’s a decent amount of content to be found in this title.

After completing a few tutorial levels and collecting all of the pieces needed to assemble your mech suit, you will begin each level in the suit, which is a limited ability that will drain quickly. Once it has been depleted you can collect the pieces again, as they will respawn at random points in the level and once complete, and you can activate the ability again at your leisure. In addition to the mech, you can teleport or dash through enemies and obstacles, which makes traversing the level and avoiding enemies quite easy on the standard difficulty. This ability can be used multiple times in succession and has a fairly quick recharge rate.

The arsenal at your disposal is pretty normal for this type of game. You’ll start each level with a basic pistol and typically find various types of shotguns, machine guns, but being that this is Tesla, you’ll also find a gun that shoots lightning balls. You are able to carry one crowd-control ability in addition to one weapon at a time. While the abilities are limited to a set number of uses, the weapons feature unlimited ammo, although they must be reloaded. The biggest game changer will be the perks that modify how your weapons fire, with upgrades such as ammo bouncing off of walls, piercing groups of enemies, or multiple bullets being fired at the same time being up for grabs. I found the repeater shotgun (basically a fully automatic version) with the multi-shot and bouncing effects to be the most worthwhile. When you end up with a good roll, it’s amazing.

During standard play you’ll level up Tesla and be given the option between one of two perks to apply to the character. The upgrades stack, so if you’re lucky enough to get multiples of the more devastating perks, you’ll want to take advantage of them. These come fairly often, but reset each time the player leaves the level, giving the title a rouge-lite feel. This works for the most part but can add frustration as well. Since the upgrades and weapons available are randomized, some of the more difficult levels will be harder if you don’t find something to even out the playing field, resulting in multiple attempts to complete the level.

There are also permanent upgrades that can be applied to your character. These require the player to collect crystals that are rewarded for killing X number of a certain enemy, finishing levels, completing weekly bounties, and will appear randomly in higher levels as pickups. These upgrades do not change gameplay as much as the perks do mid-game, but they will help the player once reaching the higher difficulties. The biggest issue with these is the cost of the upgrades compared to how often you accrue them not being balanced. Having completed the first difficulty and being half way through the second as of this writing, I have only been able to purchase a few of these.

Offering the high level of polish that 10tons LTD has been known for in its previous releases (Time Recoil, Jydge), the game controls like it should. The only thing I would have changed would have been removing the right trigger requirement to shoot and simply use the right stick. The enemies you face are well rendered and rarely blend into the level, which has been a bit of a setback in previous shmups. With the visuals being on par with most indie games you’ll find on the market, the graphics won’t disappoint, but are nothing to write home about. You’ll face off against spiders, blobs, and strange tentacles, among other ghastly stylized creatures that spew a respectable amount of purple blood upon death. While the bosses are simply larger versions of the normal enemies, they pose a decent challenge and require the player to strategically choose their upgrades early in these encounters.

If you would like to take a friend with you on your journey into madness, the game offers local co-op play. Sadly, I did not have a companion available to play with, so I cannot comment on how well this works. For those that are into endless modes, the game has you covered, with the option being unlocked early into the game. If you’re a fan of the shmup genre or 10tons Ltd’s other work, you won’t be disappointed.",80,"You may initially think that 10tons have gone mad by pitting the brains of Nikola Tesla against the weirdness of H.P. Lovecraft – and you’d be right. But whilst they are mad, it doesn’t necessarily mean they are wrong and once more they’ve managed to create another addictive little twin stick shooter.",/game/tesla-vs-lovecraft/
Tesla vs Lovecraft,"Tesla vs Lovecraft is an intense top-down twin stick arena shooter. Play as the enigmatic inventor Nikola Tesla harnessing the static energy to power up Tesla-Mech and give the lovecraftian nightmares a lesson in horror!

Tesla vs Lovecraft is a top-down twin stick shooter with goal based levels. The games highlight features are Quantum Teleportation, which allows the player to warp short distances even through solid objects, and the Tesla-Mech, which provides the player an immense boost to firepower for a limited time.

Genre hallmarks such as a large arsenal of weapons, a multitude of player empowering perks, monster crushing powerups, and secondary weapon abilities are also included.",10tons,Top-Down Shoot-'Em-Up,8,"The twin-stick shooting genre has been going for a long while now and over the years its spawned some classics which have made this particular genre my go to genre. Tesla vs Lovecraft is the latest twin-stick shooter to come to the fore and whilst it doesn’t offer anything different from what you’ve already seen before it still manages to provide you with more than enough enjoyable moments. The gameplay that’s on offer in the game is an incredible amount of fun and the best thing is that the shooting elements remain tight and responsive throughout your playthrough. Whilst I enjoyed the gameplay a lot it does however get a little too difficult at times and it will cause you to have a few frustrating moments every now and then, but they do however do a good job of combating this problem. They combat this problem by offering you a co-op option and not only does that make things easier it also makes things more fun and enjoyable at the same time. In terms of content the game has more than enough for you to be getting on with and with the added unlockables the game is likely to keep you satisfied for quite a while. Some of the unlockables and perks though are unfortunately a little lacklustre and don’t improve you much, but thankfully most of them have been designed really well and they certainly beef up your attack. Something that surprised me about Tesla vs Lovecraft was the amount of stages the game has. There are an abundance of stages for you to sink your teeth into and the best thing is that each stage has a lot of variety present in them so that without a doubt keeps things fresh and interesting for longer. The game also has the bonus of a decent story and I found that it interacted with the gameplay extremely well, which is great. The presentation side of the game disappointed me a little bit and I was just hoping for a little bit more. Don’t get me wrong there is nothing bad here its just there isn’t much that stands out which can make things become a little tedious at times. At the end of the day as far as twin-stick shooters go Tesla vs Lovecraft is a decent addition to the genre. Don’t get me wrong there are better games out there, but it doesn’t get too much wrong and the stuff it does get right is the most important of elements. If you’re after a game that provides you with a lot of fun whilst retaining a challenge at the same time then you can do much worse than Tesla vs Lovecraft, and for that reason it gets a nice thumbs up from me.",80,"Tesla vs Lovecraft is a great twin-stick shooter. I liked 10tons’ previous efforts, and I think this one is very satisfying to play. Its enemies, guns, perks and abilities are all varied and play well with each other, and the first time I stacked several 'one extra projectile fired per shot' perks and jumped in my mech, I couldn’t help but grin at the hail of bullets I was unleashing.",/game/tesla-vs-lovecraft/
Rogue Wizards,"The Council oversees the elam families, aristocrats who are descended from the first humans in Rilfanor, and the banlits, who were originally people born without magical abilities. The Guild has never admitted banlits because of their lack of magical capacity; and they've never admitted women because they believed women were too weak-minded to control such power. Now, many generations later, the elam magic is weakening, and latent magic talent has reappeared among the banlit population. Many of the elam are in denial, but some of them want to take the radical step of allowing banlits, including women, into the Guild.",Spellbind Studios,Roguelike,8,"Hi guys, let's discuss Rogue Wizards for a bit here shall we..

First of all, this game reminds me greatly of the 'Braveland Trilogy' and that being said you can already create a pretty good idea about, ''if you're actually going to like it or not'' because i know such games might be a bit too boring for some.. I'm a bit **** so i guess i couldn't go wrong with owning a copy of this nice looking and fun to play game.
But again, it's just like i said before, you'll either going to love or hate it but that doesn't make this a bad game if you don't like it.
And that's precisely why i'm letting you guys know, why i personally like this game a lot.

Let's talk about the graphics: The game looks pretty nice and cartooney (like Braveland and such) and the animations are nicely done although don't expect blitzes all over the screen or bright flashes because this game is by all means not a AAA graphical masterpiece! But all in all, it looks pretty nice, it doesn't glitch and it works well with everything else.. So what's not good about that, right?
Let's talk about the music/sound: The music for this game is pretty much kept simple although the tunes are catchy and the animation/effects etc all sound just as one would expect from such a game. It works pretty well together impo.
Now let's talk about the gameplay: The gameplay is set up in turnbased mode as soon as you encounter enemies or obstacles such as hidden traps etc. The grid/map is also devided in tiles, so each step you make will be on one of those tiles each turn. While in battle (outside battle those limitations are absent) you'll need to do some planning as to whether to move, change weapons, cast spells or heal yourself during the turn/time you're given. Everything is done in steps so make note of that when you're used to playing a dungeon crawler and you like to rush in like Rambo because this is not such a game.. You will be whimpy at first, but soon enough you'll be wearing nice armor, wielding massive weapons and using destructive spells (you can explore, craft/sell stuff) all at the same time which i personally think is a really nice way to let you as a player experiment freely. Also you'll earn a ton of experience along the many main and sub quests, so each time you earn a level up you can invest those points into 3 separate skills such as Power, Finesse, and Stamina. (and you'll unlock more buildings along the way too that upgrade/sell you all kinds of neat stuff..)

There are 3 primary character based skills, namely: 'Power, Finesse and Stamina'..
Power: Speaks for itself as it will allow the player to boost the strength of the character, including increasing the damage output for all his attacks.
Finesse: Is your basic dodge, shield, luck counter that will affect pretty much everything you do so don't ignore that skill!
Stamina: Works hand in hand with Power, because both make sure you can remain longer in tough battles while making it possible to dish out a world of hurt to those that seek to end you (it's a Roguelike right)..
However, you're always accompanied by 1 or two minions etc that can usually hold their own pretty well, unless cornered by bosses or packs of poisonous blobs etc.
After completing missions you will be rewarded by gaining additional magic points that you can freely spend in the magic skills department which is always helpful when you would or better said will be encountering tougher enemies and bosses. Note that each enemy has resistances and weaknesses so make sure to spend those points at the earliest sign you're encountering foes that are immune to your current skill/weapon sets etc.
Don't worry though, because you can freely adjust your character within any level so just keep your eyes open when you're facing an enemy because it will be made clearly visible as to what his/her strengths and weaknesses are.

I can say much more about this fun game, but it is probably best that i don't spoil you guys too much and so all that's really left for me to say is, get the game at a sales and play it just like i did and hopefully you'll enjoy it as much as i do too.

Personal/Value Score 82/100",80,"While its story and approach play it safe, the smooth gameplay and optional “perma-death” Hard Mode still bring plenty to enjoy. With a wide variety of weapons and spells to choose from and a unique experience behind each randomly-generated door, it keeps things fresh without stepping too far outside of established comfort zones.",/game/rogue-wizards/
Rogue Wizards,"The Council oversees the elam families, aristocrats who are descended from the first humans in Rilfanor, and the banlits, who were originally people born without magical abilities. The Guild has never admitted banlits because of their lack of magical capacity; and they've never admitted women because they believed women were too weak-minded to control such power. Now, many generations later, the elam magic is weakening, and latent magic talent has reappeared among the banlit population. Many of the elam are in denial, but some of them want to take the radical step of allowing banlits, including women, into the Guild.",Spellbind Studios,Roguelike,5,"This game is kind of similar to Dragon Fin Soup or Sword of the Stars the Pit. It certainly is better than Dragon Fin Soup ... but significantly worse than SotS the Pit.

pro:

- nice graphical style (although minimal animations)
- engaging concept of turn based simultanous moving/acting
- interesting item levelling system

con:

- visual grid is WAAY too small - limiting the view distance to something like dense fog
- sound and music are rather poor
- Monster balancing is rather bad in my opinion. Too many monsters have abilities that are unavoidable and/or able to stun-lock the player. Furthermore bosses dish out and take damage hundredfold (or so it seems) compared to normal mobs. I had a boss that would have an unavoidable ranged attack from the very fringe of my vision - that would one-hit-kill my fully healthy character. All other mobs up to that boss followed a steady but easily managable difficulty curve.
- The game only allows the player to craft the very important potions at randomly spawned cauldrons. At the same time it does not allow the player to own more than 5 potions at any given time. Health is not regenerating - and as said before - many attacks are unavoidable.
It comes down to very unfair situations where you ran out of health potions - with no means of healing up... no matter how careful you proceeded.

However - as it stands ... this would be a great game for tablet and/or mobile phone ... kind of. But for PC ... it is too simplistic, too flawed to be anything but average at best (and because there are not too many games around that do the same)

If you do like dungeon crawlers with permadeath, procedural generated environment, lots of equipment, crafting and simultanous semi turn based acting .... i suggest you get Sword of the Stars the Pit ... it is superior in every way.",70,"Rogue Wizards is a solid casual roguelike with unique monster designs, perpetually generated dungeons and 10-12 hours of story-mode gameplay. Dungeons themselves are challenging and fun, requiring a bit strategy to defeat monsters which utilize truly unique and interesting attacks. While the boss battles and AI are a little lackluster, the ability to teleport within floors, bonuses for defeating all enemies, and the replayability offered by the Gauntlet mode make Rogue Wizards a good investment for the small price tag of $15.",/game/rogue-wizards/
Rogue Wizards,"The Council oversees the elam families, aristocrats who are descended from the first humans in Rilfanor, and the banlits, who were originally people born without magical abilities. The Guild has never admitted banlits because of their lack of magical capacity; and they've never admitted women because they believed women were too weak-minded to control such power. Now, many generations later, the elam magic is weakening, and latent magic talent has reappeared among the banlit population. Many of the elam are in denial, but some of them want to take the radical step of allowing banlits, including women, into the Guild.",Spellbind Studios,Roguelike,8,"A nice and, for me, long anticipated roguelite/dungeon crawler with town build elements. It has very nice and clever mechanics and it's quite addictive!

A gave it a 9/10, but I had to lower my rate to 8/10 because of one thing: They should have given more love to the avatar and the items appearance. You have no visual customization options over your toon and all items of each type look the same. Also, body armour, boots and hats don't show on your character. This does not interfere with the mechanics but it's always nice to see your avatar change; it gives you the satisfaction of progress. Also it's boring to look at the same exact model for so many hours when everything on you has supposedly changed!",70,"Rogue Wizards is inherently difficult, but for the most part, it’s a rewarding, challenging difficulty that keeps the player engaged.",/game/rogue-wizards/
Dragon Ball Z: Ultimate Battle 22,"The Japanese blockbuster is here! An international smash hit, this vintage Dragon Ball Z&reg; fighter features 22 famed DBZ&reg; warriors for you to recreate epic, one-on-one Dragon Ball Z&reg; battles. Easy to play but tough to master, this long-awaited classic offers matchups from the Buu&trade;, Frieza&reg; and Android Sagas. Experience the DBZ&reg; game that has thrilled fans all over the world!",TOSE,2D Fighting,8,good game tho..............................................................,62,"Outdated graphics, an unfriendly (but ultimately bearable) control scheme and a shockingly bad (i.e. incomplete) localization make Ultimate Battle 22 the lesser alternative to &#147;Budokai.""",/game/dragon-ball-z-ultimate-battle-22/
Dragon Ball Z: Ultimate Battle 22,"The Japanese blockbuster is here! An international smash hit, this vintage Dragon Ball Z&reg; fighter features 22 famed DBZ&reg; warriors for you to recreate epic, one-on-one Dragon Ball Z&reg; battles. Easy to play but tough to master, this long-awaited classic offers matchups from the Buu&trade;, Frieza&reg; and Android Sagas. Experience the DBZ&reg; game that has thrilled fans all over the world!",TOSE,2D Fighting,1,One of the critic reviews said the animation was as fluid as a flip book and that's as on point as it gets. Honestly the whole thing feels like a really bad browser flash game. It's just not good.,50,"The control is stiff and imprecise; and the number of gameplay modes is pathetic. [June 2003, p.105]",/game/dragon-ball-z-ultimate-battle-22/
Dragon Ball Z: Ultimate Battle 22,"The Japanese blockbuster is here! An international smash hit, this vintage Dragon Ball Z&reg; fighter features 22 famed DBZ&reg; warriors for you to recreate epic, one-on-one Dragon Ball Z&reg; battles. Easy to play but tough to master, this long-awaited classic offers matchups from the Buu&trade;, Frieza&reg; and Android Sagas. Experience the DBZ&reg; game that has thrilled fans all over the world!",TOSE,2D Fighting,6,"Played on PlayStation.
Gameplay: OKAY.
Story: OKAY.
Graphic: GOOD.
Music/Sound: OKAY.",35,I have seen NES games that look better than this game.,/game/dragon-ball-z-ultimate-battle-22/
Dragon Ball Z: Ultimate Battle 22,"The Japanese blockbuster is here! An international smash hit, this vintage Dragon Ball Z&reg; fighter features 22 famed DBZ&reg; warriors for you to recreate epic, one-on-one Dragon Ball Z&reg; battles. Easy to play but tough to master, this long-awaited classic offers matchups from the Buu&trade;, Frieza&reg; and Android Sagas. Experience the DBZ&reg; game that has thrilled fans all over the world!",TOSE,2D Fighting,5,"No me pareció tan malo, pero tampoco tan bueno, tenia unos escenarios horribles, los modelos de los personajes era aceptables.",30,An old game that was originally released in Japan more than eight years ago. It has not been tweaked or updated in the least. It looked like crap then and it looks like crap now.,/game/dragon-ball-z-ultimate-battle-22/
Dragon Ball Z: Ultimate Battle 22,"The Japanese blockbuster is here! An international smash hit, this vintage Dragon Ball Z&reg; fighter features 22 famed DBZ&reg; warriors for you to recreate epic, one-on-one Dragon Ball Z&reg; battles. Easy to play but tough to master, this long-awaited classic offers matchups from the Buu&trade;, Frieza&reg; and Android Sagas. Experience the DBZ&reg; game that has thrilled fans all over the world!",TOSE,2D Fighting,2,"Super aburrido, no entiendo como teniendo otro gran juego de Dragon Ball para PlayStation exista esta atrocidad a la hermosa saga de Dragon Ball. Malisimo...",20,"It's one of the worst-looking titles ever released on the PS1. [June 2003, p.107]",/game/dragon-ball-z-ultimate-battle-22/
Dragon Ball Z: Ultimate Battle 22,"The Japanese blockbuster is here! An international smash hit, this vintage Dragon Ball Z&reg; fighter features 22 famed DBZ&reg; warriors for you to recreate epic, one-on-one Dragon Ball Z&reg; battles. Easy to play but tough to master, this long-awaited classic offers matchups from the Buu&trade;, Frieza&reg; and Android Sagas. Experience the DBZ&reg; game that has thrilled fans all over the world!",TOSE,2D Fighting,3,"Bought it right when it came out. I desperately wanted to love it.

But it's garbage. I made myself play it because of the characters that are represented, but the game itself is a mess.",18,"The graphics are a mess, the special moves are unresponsive, the animation is less fluid than a flip book, and the combat lacks strategic incentive. [June 2003, p.114]",/game/dragon-ball-z-ultimate-battle-22/
Dragon Ball Z: Ultimate Battle 22,"The Japanese blockbuster is here! An international smash hit, this vintage Dragon Ball Z&reg; fighter features 22 famed DBZ&reg; warriors for you to recreate epic, one-on-one Dragon Ball Z&reg; battles. Easy to play but tough to master, this long-awaited classic offers matchups from the Buu&trade;, Frieza&reg; and Android Sagas. Experience the DBZ&reg; game that has thrilled fans all over the world!",TOSE,2D Fighting,6,Not the best fighter on the system but it's still a solid game for Dragon Ball Z fans. If you own the original Playstation and you can find it going cheap then it might be worth a pick up.,16,"About as simplistic a fighting game as you can get, with round after round of extremely bland, strategy-free brawling. [June 2003, p.47]",/game/dragon-ball-z-ultimate-battle-22/
Dragon Ball Z: Ultimate Battle 22,"The Japanese blockbuster is here! An international smash hit, this vintage Dragon Ball Z&reg; fighter features 22 famed DBZ&reg; warriors for you to recreate epic, one-on-one Dragon Ball Z&reg; battles. Easy to play but tough to master, this long-awaited classic offers matchups from the Buu&trade;, Frieza&reg; and Android Sagas. Experience the DBZ&reg; game that has thrilled fans all over the world!",TOSE,2D Fighting,5,"5 because, for me, it has a very high nostalgic factor, but should definetly be less. Soundtrack is cool and the graphics is nice, keeping in mind that in Japan this came out in 1993.
The gameplay is waaay too flawed",16,"The only reason I won&#146;t give this game an ""F"" is because of the original voice acting and that the game is only selling for 20 bucks. If not for that, this game should be burned.",/game/dragon-ball-z-ultimate-battle-22/
Dragon Ball Z: Ultimate Battle 22,"The Japanese blockbuster is here! An international smash hit, this vintage Dragon Ball Z&reg; fighter features 22 famed DBZ&reg; warriors for you to recreate epic, one-on-one Dragon Ball Z&reg; battles. Easy to play but tough to master, this long-awaited classic offers matchups from the Buu&trade;, Frieza&reg; and Android Sagas. Experience the DBZ&reg; game that has thrilled fans all over the world!",TOSE,2D Fighting,10,This **** game oh this game. This is the best game i have ever played in my entire life. **** the street fighters **** the mortal combats this game was sent to earth by god.,12,"A really, really terrible game, and it always has been. In fact, it's so bad that a longer review would only give the game more validation, which it simply does not deserve.",/game/dragon-ball-z-ultimate-battle-22/
Of Orcs and Men,"Of Orcs and Men first puts you into the role of an elite Orc soldier from the legendary legion of Bloodjaws, a league of warriors deeply involved in the war opposing the Orcs and Goblins on one side to their persecutors, Humankind. As a veteran warrior who has seen the most brutal of battles, you are appointed by the Orc commander to complete a mission that could change the course of the war: kill the one man responsible for all of this bloodshed, the one who has, for years, exhorted the human masses to loath and fight the green-skinned people: the Emperor himself.",Cyanide,Western RPG,6,"Really wants to be Dragon Age: Origins, but ultimately can't achieve the same level of depth when it comes to the mix of real-time and tactical combat. You only control two characters across the entire game and with battles being largely melee-oriented you're strategic options are limited. Given how annoying it can be to queue up attacks or target specific enemies when swarmed, this is probably one of those games that fares a bit worse on consoles and would benefit from the freedom offered by a mouse-and-keyboard. The inclusion of stealth gameplay is nice, but loses some of its luster when you realize enemies completely ignore dead bodies.

The story and world are fantastic. The dynamic between the two well-realized protagonists carries the feeling of a buddy movie and the way it flip-flops the role of orcs and humans turns fantasy conventions on their head. Not everything is entirely fleshed out though. For example, one seemingly important side-character isn't fleshed out and I believe a subplot involving one of the lead's father might have been left on the cutting room floor. However, the main thread itself is excellent and the fact that I was left wanting a bit more exploration into the supporting elements should serve as a testament how compelling the setting is.

With levels being so linear funnelling you from point A to point B with little room for side excursions and player choice largely being an illusion in the narrative, I can't help but wonder if Of Orcs and Men might not have been better served as a straight action game. Because with the approach taken here actually playing through it isn't the most enjoyable thing in the world. It's just worth it for the concept.",80,"Of Orcs And Men has not had a great marketing campaign, and this is the reason it will be considered a surprise by many. Though there is a certain lack in interactivity, it presents a strong storyline with a dynamic duo that will be remembered.",/game/of-orcs-and-men/
Of Orcs and Men,"Of Orcs and Men first puts you into the role of an elite Orc soldier from the legendary legion of Bloodjaws, a league of warriors deeply involved in the war opposing the Orcs and Goblins on one side to their persecutors, Humankind. As a veteran warrior who has seen the most brutal of battles, you are appointed by the Orc commander to complete a mission that could change the course of the war: kill the one man responsible for all of this bloodshed, the one who has, for years, exhorted the human masses to loath and fight the green-skinned people: the Emperor himself.",Cyanide,Western RPG,4,"Il y a de la bonne volonté mais également de l'incompétence (ou du je-m'en-foutisme) dans Of orcs and men. Ainsi le choix de se placer du côté des ""peaux vertes"" est excellent et leur langage fleuri change du ton souvent compassé des jeux de rôle habituels (les voix françaises sont impeccables d'ailleurs). Le système de combat en temps réel pausé (ou quasiment, le temps étant tellement ralenti...) a des bases solides : son interface est hélas perfectible, il s'avère limité et répétitif à l'usage, la caméra fait chier (aucune vue éloignée) et ce n'est pas l'infiltration très anecdotique qui y changera quoi ce soit.

Techniquement le jeu se défend bien et reste agréable à regarder. Après un bon démarrage, l'histoire quant à elle pédale dans la semoule et ce n'est qu'une succession de couloirs sans intérêt. On se retrouve peu motivé pour continuer tant Of orcs and men prend l'eau de toutes parts.",80,"Of Orcs and Men aims to twist the roles around – the human empire is the big, bad beast. Arkail, the most badass of Orcs accompanied by the Styx, the talkative, Tourette-stricken goblin is on a desperate quest to stop the human empire for eliminating their races. What I really like is that the action-focused role-playing game becomes more of a buddy movie with some really good set pieces and dialogue. It's not perfect, but Of Orcs and Men delivers a thought-provoking twist on classic fantasy plots.",/game/of-orcs-and-men/
Of Orcs and Men,"Of Orcs and Men first puts you into the role of an elite Orc soldier from the legendary legion of Bloodjaws, a league of warriors deeply involved in the war opposing the Orcs and Goblins on one side to their persecutors, Humankind. As a veteran warrior who has seen the most brutal of battles, you are appointed by the Orc commander to complete a mission that could change the course of the war: kill the one man responsible for all of this bloodshed, the one who has, for years, exhorted the human masses to loath and fight the green-skinned people: the Emperor himself.",Cyanide,Western RPG,7,"Of Orcs and Men…
Thankfully its interesting…
Of Orcs and Men is an action RPG game about the struggle between Orcs and men…
Its humans vs green skins…
Here you play as 2 characters…
Arkail who is a warrior brute from the legendary Bloodjaws as well as his Goblin companion Styx who offers ranged and stealth gameplay who’s job is to help Arkail get to where he needs to go on his mission to kill the emperor and change the course of the war…
The story and characters are the best part of the game…
I laughed out loud numerous times thanks to the loudmouth Styx having no filters when talking to Arkail and other characters.. And the story is full of twists and turns that this 12 hour game is genuinely enjoyable and surprising…
You even get to make choices to change minor story outcomes
and the level design here is great...
This is a very linear game... but areas feel open and theyre crawling with enemies and equipment…
Where the game is held back though is its combat itself…
Here you can play as either Styx or Arkail... and you can switch back and forth instantaneously…
Styx, who was my favorite to play as can go into stealth mode and clear some or all of the enemies out before progressing to prevent as few combat situations as possible which is ideal..
Because the combat is just no fun...
Basically both characters are on autopilot…
You put attacks in their commands list from different fighting stances and let them do their thing...
you really don’t even have to touch the controller until late in the game if you don’t want to…
because of this put in commands combat system, you never truly feel in control…
You don’t feel like you’re using strategy to win...
just that youre desperately running around with styx throwing knives and healing Arkail so you don’t have to start again... neither of the 2 have strategy programmed into them… if you leave styx he automatically goes into close range when he has considerably less health than arkail… so hell die almost instantly…
Its almost like you really have no choice but to use him
In some instances youll get into fights after messing up a stealth kill or being seen and arkail is just standing there looking at you instead of running to help…
As you do complete battles youll level up so you can balance the characters in areas theyre weak or make them stronger in areas there already strong in.. So the juggling act isn’t as annoying…
And you can unlock new skills and upgrade them with a choice of a perk to suit your gameplay style…
but it’s a bad sign when playing your game is the worst part of your game...
its an alright time and worth experiencing..
Especially for the story, level design, and being introduced to these characters…
It’s just rough to get through…
I give of Orcs and Men
A 6.5/10",79,"Of Orcs and Men might seem like a traditional role-playing game, but it turns the roles of heroes and villains upside down. Orcs and goblins are oppressed while humans enjoy the good life. The game gets a bit repetitive towards the end and the AI is downright awful, but it is still a worthwhile play. Highly recommended to players who are sick and tired of knights in their shining armor running the show. [Nov 2012]",/game/of-orcs-and-men/
Of Orcs and Men,"Of Orcs and Men first puts you into the role of an elite Orc soldier from the legendary legion of Bloodjaws, a league of warriors deeply involved in the war opposing the Orcs and Goblins on one side to their persecutors, Humankind. As a veteran warrior who has seen the most brutal of battles, you are appointed by the Orc commander to complete a mission that could change the course of the war: kill the one man responsible for all of this bloodshed, the one who has, for years, exhorted the human masses to loath and fight the green-skinned people: the Emperor himself.",Cyanide,Western RPG,5,"An intriguing title unfortunately hampered by bad controls and occasional glitches, may be worth a play for die hard RPG fans looking for something a little different but don't expect to much from it as it is an average title at best.",77,"The two greenskins going to war to end the human tyranny are good for some entertaining hours, but you have to have a soft spot for uncommon heroes and situations.",/game/of-orcs-and-men/
Of Orcs and Men,"Of Orcs and Men first puts you into the role of an elite Orc soldier from the legendary legion of Bloodjaws, a league of warriors deeply involved in the war opposing the Orcs and Goblins on one side to their persecutors, Humankind. As a veteran warrior who has seen the most brutal of battles, you are appointed by the Orc commander to complete a mission that could change the course of the war: kill the one man responsible for all of this bloodshed, the one who has, for years, exhorted the human masses to loath and fight the green-skinned people: the Emperor himself.",Cyanide,Western RPG,0,"Worst piece of crap that i've ever played in my whole life.
The game comes with one nice story (even though it looks like Dragon Age sometimes), but all the pretty story gets lost with the poor voicing, worst gameplay, pitty animations and not a little immersive world. You just go through the one-way all the time, finding enemies here and there, and sometimes you'll find a whole bunch of them, and, if you're not a hardcore, like me, you'll find some parts really annoying and impossible to past (i didn't even finish the **** game. Had to stop before start banging my head against the wall). It's shotty, if you've ever played any decent RPG you'll find this annoying in all aspects that matters. So, don't play it. It's garbage now (2015) and it was garbage when it was released.",70,"In an effort to offer the player a fresh and different experience, Of Orcs and Men ends up being a mix of elements that works quite well and others that influence the product in a very negative way. The narration is good as it is the combat system, but then the progression is just too linear and the title ends up being repetitive.",/game/of-orcs-and-men/
